,name,understat_id
4514,Momo,2360
4515,Javier Garrido,2366
4516,Javi Varas,2367
4517,Montoro,2368
4519,Aymen Abdennour,2374
4526,Danilo,2387
4527,Mauricio Cuero,2389
4537,David Carmona,2411
4538,Adil Rami,2412
4540,Igor Zubeldia,2417
4542,Salva Ruiz,2420
4543,Doria,2421
4545,Matías Kranevitter,2423
4546,Óliver Torres,2424
4548,Juan Carlos Valerón,2428
4550,Mamadou Sylla,2433
4551,Michael Ciani,2434
4552,Antonio Luna,2436
4553,Egor Filipenko,2438
4555,Mariano,2440
4556,Bruno,2444
4558,Fabián,2447
4559,Wanderson,2450
4560,Miguel Ángel,2451
4562,Ognjen Vranjes,2455
4563,Omar Mascarell,2456
4565,Álex Barrera,2459
4567,Aythami,2461
4568,Ángel,2462
4569,Nauzet Alemán,2463
4570,Iñigo Barrenetxea,2464
4573,Matos,2469
4574,Cotán,2470
4575,Bernard Mensah,2472
4576,Aderlan Santos,2474
4577,Jaume,2475
4578,Sito,2476
4580,Foued Kadir,2481
4583,Ander Gayoso,2485
4585,Aras Özbiliz,2489
4587,Sergi Samper,2492
4593,Alende,2506
4595,Leandro Damião,2508
4599,Nili Perdomo,2515
4601,Marcos Llorente,2518
4603,Henok Goitom,2522
4604,Nacho Monsalve,2527
4606,Didier Digard,2530
4607,Wilfried Zahibo,2531
4610,Imanol Corral,2541
4612,David Goldar,2544
4617,Juan Emmanuel Culio,2552
4618,Néstor,2553
4622,Guitián,2559
4623,Cristiano Piccini,2560
4628,Roger,2566
4629,Fran Villalba,2569
4631,Patrick Ebert,2575
4632,Zhang Chengdong,2576
4634,Javi Ontiveros,2578
4635,Nicolás López,2579
4636,Jordi Figueras,2582
4637,Miguel Cardoso,2583
4638,Raíllo,2584
4639,Juan Muñiz,2585
4642,Hugo Fraile,2599
4645,Marco Andreolli,2603
4646,Mendi,2605
4647,Fábio Espinho,2606
4648,Hachim Mastour,2608
4649,Gerard Gumbau,2609
4650,Noblejas,2612
4652,Ian González,2618
4654,Javi Castellano,2622
4673,Wissam Ben Yedder,3210
4674,Kevin-Prince Boateng,1819
4680,Sergio León,5095
4681,Roberto Soriano,1810
4684,Nicola Sansone,1826
4691,Alexander Szymanowski,5068
4692,Franco Vázquez,1836
4700,Kike García,5074
4701,Roberto Torres,5093
4702,Kenan Kodro,5129
4716,Marko Livaja,1935
4725,Artem Kravets,2630
4727,Gabriel Pires,5067
4728,Mehdi Carcela-González,5154
4729,Adrián Ramos,324
4731,Joaquín Correa,1809
4747,Ezequiel Garay,3056
4748,Luciano Neves,5069
4776,Carlos Soler,2478
4779,Álex Alegría,5038
4780,Manu García,5045
4781,Gabriel Mercado,5051
4782,Aleksandar Katai,5060
4783,Nicolás Gaitán,5071
4784,Emre Colak,5080
4785,Christian Santos,5115
4786,Pione Sisto,5116
4787,Michael Santos,5145
4791,Nenad Krsticic,1808
4792,Facundo Roncaglia,1884
4793,Guilherme,1891
4795,Ezequiel Ponce,2057
4838,Aissa Mandi,3237
4839,Jonas Martin,3346
4840,Lacina Traoré,3432
4844,Rafa Navarro,5034
4845,Víctor Laguardia,5044
4846,Rubén Sobrino,5047
4847,Mateo García,5055
4848,David Timor,5066
4850,Jhon Steven Mondragón,5102
4851,Ganso,5111
4852,Santos Borré,5113
4854,Hiroshi Kiyotake,396
4856,Rodrigo Ely,1131
4910,Theo Hernández,2547
4912,Elderson Echiéjilé,3419
4913,Samuel Umtiti,3567
4918,Álvaro Lemos,5031
4919,Andrew Hjulsager,5032
4920,Riza Durmisi,5036
4921,Darko Brasanac,5037
4922,Dimitrios Siovas,5064
4925,Rubén Peña,5075
4926,Mikel Vesga,5077
4927,David García,5090
4928,Alex Berenguer,5091
4929,Goran Causic,5092
4930,Olavide,5098
4931,Carlos Clerc,5101
4932,Sverrir Ingi Ingason,5104
4933,Mariano,5110
4934,Víctor Díaz,5117
4935,Martín Mantovani,5119
4936,Nano,5120
4937,Fran Mérida,5130
4938,Youssef En-Nesyri,5169
4939,Felipe Gutiérrez,5170
4940,Miguel Flaño,5205
4942,Alejandro Gálvez,112
4945,Franck Tabanou,980
4947,Panagiotis Kone,1561
4948,Diego López,1618
4951,Alberto Brignoli,1806
4953,Gabriel Silva,1920
4954,Gastón Silva,1934
4955,Sime Vrsaljko,1951
4956,Zdravko Kuzmanovic,1987
5057,David Soria,2415
5059,Álvaro Odriozola,2418
5072,Óscar,2468
5076,Toni Lato,2479
5088,Tejero,2519
5092,Nacho Gil,2570
5094,Asdrúbal,2581
5096,Rafa Mir,2589
5098,Bakary Koné,3279
5099,Salvatore Sirigu,3301
5100,Matthieu Saunier,3609
5109,Iván Villar,5033
5110,Alin Tosca,5035
5111,Ryan Donk,5039
5112,Álex Martínez,5040
5113,Benito Ramírez,5041
5114,Fernando Pacheco,5042
5116,Óscar Romero,5046
5117,Daniel Torres,5048
5118,Adrià Ortolá,5049
5119,Clement Lenglet,5050
5120,Walter Montoya,5052
5121,Hélder Lopes,5054
5122,Marlon Santos,5056
5123,Jasper Cillessen,5057
5124,Carles Aleñá,5058
5125,Denys Boyko,5059
5127,Yeray Álvarez,5062
5128,Saborit,5063
5129,Nereo Champagne,5070
5130,Cristian Rivera,5076
5131,Fernando Amorebieta,5078
5132,Erik Exposito,5079
5133,Edu Expósito,5081
5134,Ola John,5082
5135,Marlos Moreno,5083
5136,Bruno Gama,5084
5137,Marc Roca,5086
5139,Buñuel,5088
5140,Nikola Vujadinovic,5089
5141,Fausto,5094
5142,De las Cuevas,5096
5143,Javier Flaño,5097
5144,Jaime Romero,5099
5145,Nauzet,5100
5146,Martin Hongla,5103
5147,Victorien Angban,5105
5148,Aly Mallé,5106
5149,Entrena,5107
5150,Omer Atzili,5108
5151,Raúl García,5114
5152,Alberto,5118
5153,Markel Areitio,5121
5154,José Carlos,5125
5155,José Ángel,5126
5156,Davy Roef,5127
5157,Oier,5128
5158,Jean Carlos,5132
5159,Aarón Martín,5133
5160,Óscar Melendo,5134
5161,David Concha,5135
5162,Estupiñán,5136
5163,Raoul Loé,5139
5164,Kike Barja,5140
5165,Unai García,5141
5166,Luis Perea,5142
5167,Mario Fernández,5143
5168,Luis Muñoz,5144
5169,Mikel Villanueva,5146
5170,Diego Barrios,5149
5171,Pablo Fernández,5150
5172,Juan Rodríguez,5152
5173,Kévin Rodrigues,5153
5174,Iván Márquez,5157
5175,Akram Afif,5158
5176,Imanol García,5160
5177,Leo Suárez,5164
5178,Koné,5166
5179,Mario González,5167
5180,Tano,5171
5181,Asier Villalibre,5173
5182,Jon Guridi,5179
5183,Jon Toral,5180
5184,Omar Ramos,5181
5185,Roman Zozulia,5186
5186,Rubén Sánchez,5187
5187,Borja Valle,5188
5188,Álvaro Fernández,5191
5189,Tyronne,5192
5190,Otegui,5196
5191,Cristian Espinoza,5202
5192,Jon Serantes,5203
5193,Lluis Sastre,5204
5194,Javi Álamo,5207
5195,Aitor Cantalapiedra,5210
5202,Maxi Gómez,6124
5213,Portu,6118
5223,Enis Bardhi,6217
5233,Luis Muriel,1229
5241,Loren Morón,6528
5247,Emmanuel Boateng,6218
5248,Enes Ünal,6219
5255,Diego Rolan,3261
5258,Gonçalo Guedes,5682
5259,Juanpe,6121
5260,Cristian Tello,1421
5261,Geoffrey Kondogbia,1516
5303,Amath Diedhiou,2532
5305,Ousmane Dembélé,3226
5310,Michael Olunga,6288
5337,Ryad Boudebouz,3343
5341,Simon Kjaer,4699
5350,Achraf Hakimi,5197
5351,Raba,5199
5352,Aday Benítez,6115
5353,Andrés Guardado,6164
5354,Júnior Firpo,6485
5364,Giampaolo Pazzini,1847
5411,Javi García,3061
5413,Mauro Arambarri,3264
5414,Paul Baysse,3305
5416,José Campaña,4034
5419,Cheick Doukoure,4741
5429,Nacho Vidal,5162
5430,Naranjo,5209
5431,Emre Mor,5272
5432,Pedro Alcalá,6114
5433,Álex Granell,6116
5434,Guido Pizarro,6135
5435,Mario Hermoso,6136
5436,Unai Núñez,6149
5437,Iñigo Córdoba,6150
5438,Djené Dakonam,6151
5439,Álvaro Jiménez,6152
5440,Gaku Shibasaki,6153
5441,Francis,6166
5442,Sergio Postigo,6215
5443,Chema Rodríguez,6216
5444,Iván Alejo,6226
5445,Brais Méndez,6227
5446,Mathías Olivera,6368
5447,Roger Martínez,6494
5448,Ermedin Demirovic,6496
5449,Anthony Lozano,6533
5450,Jairo Samperio,46
5452,Johannes Geis,336
5463,Pablo Maffeo,1003
5464,Ezequiel Muñoz,1095
5465,Alberto Aquilani,1167
5466,Lucas Boyé,1189
5467,Neto,1297
5469,Sasa Lukic,1537
5471,Hernán Toledo,1594
5490,Borja Lasso,2074
5562,Cifuentes,2350
5592,Pedro López,2449
5606,Andrés Prieto,2534
5618,Sébastien Corchia,3354
5619,Oussama Tannane,3510
5620,Kevin Soni,3766
5621,Maxime Lestienne,3820
5622,Sulley Muntari,3943
5656,Toño Ramírez,5112
5661,Imanol Sarriegui,5148
5664,Antonio Moya,5178
5667,Mozo,5184
5668,Sergio Arribas,5194
5669,Martín Aguirregabiria,5198
5670,Darío Poveda,5201
5672,Alejandro Mula,5206
5674,Erick Cabaco,5642
5675,Guillermo Maripán,6073
5676,Enzo Zidane,6074
5677,Antonio Sivera,6075
5678,Nemanja Maksimovic,6076
5679,Leandro Chichizola,6078
5680,Fabio González,6079
5681,Pere Pons,6117
5682,Olarenwaju Kayode,6119
5683,Bono,6120
5685,Stanislav Lobotka,6125
5686,Sergio Mora,6154
5688,Juanjo Narváez,6165
5689,Leandro Cabrera,6168
5690,Raúl Fernández,6214
5691,Rúben Semedo,6220
5692,Pau Torres,6221
5693,Chuca,6222
5694,Marko Dmitrovic,6224
5695,Paulo Oliveira,6225
5696,Federico Valverde,6241
5697,Johan Mojica,6242
5698,Jonás Ramalho,6243
5699,Emanuel Cecchini,6244
5700,Borja Herrera,6248
5701,Luca Zidane,6269
5702,Esteban Rolón,6297
5703,Lionel Carole,6318
5704,Andoni Gorosabel,6325
5705,Julio Gracia,6341
5706,Gerard Valentín,6342
5707,Barri,6343
5708,Shaquell Moore,6347
5709,Ramiro Guerra,6354
5710,Francis Uzoho,6363
5711,Carlos Calderón,6367
5712,Alejandro Robles,6371
5713,Adrián Diéguez,6376
5714,Hacen,6404
5715,Daniel Pacheco,6426
5716,Aitor Ruibal,6427
5718,Ignasi Miquel,6442
5719,Eloi Amagat,6455
5720,Gabriel Peñalba,6469
5721,José Arnáiz,6470
5722,Aldo One,6471
5723,Merveille Ndockyt,6473
5724,Robert Mazán,6481
5725,Koke,6495
5726,Maksym Koval,6509
5727,Jaime Sierra,6515
5729,Andoni López,6534
5730,Matías Aguirregaray,6537
5731,Oghenekaro Etebo,6538
5732,Imoh Ezekiel,6550
5733,Armando Sadiku,6569
5734,Guilherme Arana,6572
5735,Axel Werner,6573
5736,Víctor López,6619
5737,Hugo Duro,6637
5738,Carlos Isaac,6659
5739,Francesc Regis,6673
5740,Fahad Al Muwallad,6675
5741,Aly Abeid,6688
5742,Iván Rodríguez,6689
5743,Daniel Molina,6716
5744,Arona Sané,6720
5745,Alberto Redondo,6738
5746,David Alba,6739
5747,Miguel Ángel Rubio,6740
5748,Mujaid Sadick,6749
5749,Alberto López,6757
5750,Juan Cruz,6759
5751,José Lara,6760
5752,Salem Al Dawsari,6763
5763,Raúl de Tomás,4229
5764,Jaime Mata,7009
5772,Karl Toko Ekambi,5657
5773,Ezequiel Ávila,6955
5780,André Silva,6170
5806,Samuel Chukwueze,7208
5807,Enric Gallego,7349
5819,Martin Braithwaite,3211
5820,Óscar Rodríguez,6570
5821,Álex Gallar,6951
5822,Juan Camilo Hernández,6954
5823,Álvaro García,7071
5824,Arturo Vidal,222
5852,Marc Cardona,5159
5853,Sergi Guardiola,5212
5858,Jonathan Silva,6567
5859,Rubén Alcaraz,6917
5860,Óscar Plano,6921
5861,Néstor Araújo,6930
5862,Jorge Pulido,6950
5863,Wu Lei,7398
5864,Pablo De Blasis,44
5871,Nikola Kalinic,1425
5872,Daniele Verde,2044
5893,Quincy Promes,2815
5895,Thomas Lemar,3425
5906,Mouctar Diakhaby,5666
5911,Toni Villa,6919
5912,Antoñito,6922
5913,Okay Yokuslu,6932
5914,Gonzalo Melero,6953
5915,Vinícius Júnior,7008
5916,Peru Nolaskoain,7019
5927,Samuele Longo,1874
5968,Óscar Trejo,3208
5970,Malcom,3262
5980,Facundo Ferreyra,4515
6000,Fernando Calero,6916
6001,Anuar Mohamed,6918
6002,Fran Beltrán,6931
6003,Luca Sangalli,6939
6004,Jorge Miramón,6949
6005,David Ferreiro,6956
6006,Luis Advíncula,6967
6007,Santiago Comesaña,7070
6008,Santiago Arias,7113
6009,Borja Garcés,7131
6010,Marc Cucurella,7134
6011,Adrià Pedrosa,7174
6012,Joaquín Fernández,7233
6013,Ander Barrenetxea,7308
6014,Bryan Gil Salvatierra,7338
6015,Samu Sáiz,7339
6016,Waldo Rubio,7525
6017,Sergio Camello,7528
6018,Franco Di Santo,341
6032,Marko Rog,1390
6042,Sanjin Prcic,1932
6058,Lluis López,2123
6130,Miguelón,2574
6131,Sergio Akieme,2594
6135,Maxime Gonalons,3274
6138,Joris Gnagnon,3694
6148,Pere Milla,4175
6149,Aitor Fernández,4193
6150,Kevin,4202
6167,Unai Simón,5185
6171,Wilfrid Kaptoum,5211
6173,Junior Alonso,5607
6182,Ander Guevara,6126
6195,Juan Soriano,6257
6208,Manuel Morlanes,6592
6211,Dennis Eckert,6669
6212,Jean-Clair Todibo,6816
6213,Pedro Porro,6912
6214,Javi Moyano,6914
6215,Kiko Olivas,6915
6216,Chris Ramos,6920
6217,Miguel De la Fuente,6924
6218,William Carvalho,6926
6219,Raphael Dwamena,6927
6220,Javi Puado,6933
6221,Álex López,6934
6222,Santiago Cáseres,6938
6223,Arthur,6942
6224,Patrick Twumasi,6943
6225,Damián Musto,6952
6226,Serdar Gurler,6957
6227,Rajko Brezancic,6958
6228,Roberto Santamaría,6959
6229,Sergio Moreno,6969
6230,Tomás Vaclik,6970
6231,Gelson Martins,7012
6232,Gorka Guruzeta,7020
6233,Daniel Ojeda,7022
6234,Paik Seung-Ho,7099
6235,Jordi Calavera,7100
6236,Martín Merquelanz,7101
6237,Kenneth Omeruo,7119
6238,Carlos Akapo,7128
6239,Juan Aguilera,7129
6240,Francisco Montero,7132
6241,Andrés Solano,7133
6242,Nikola Vukcevic,7155
6243,Rodrigo Tarín,7165
6244,Mathias Jensen,7166
6245,Moses Simon,7169
6246,Moisés Delgado,7182
6248,Aleksandar Jovanovic,7188
6249,Andriy Lunin,7194
6250,Roberto López,7195
6251,Javi Sánchez,7245
6252,Valery Fernández,7246
6253,Joaquín Muñoz,7258
6254,Fran Manzanara,7271
6255,Cristian Ganea,7274
6256,Robin Le Normand,7276
6257,Camacho,7303
6258,Aihen Muñoz,7306
6259,Lee Kang-In,7313
6260,Cristo González,7343
6261,Yangel Herrera,7350
6262,Victor Mollejo,7351
6263,Diego Lainez,7354
6264,Vasyl Kravets,7364
6265,Maximilian Wöber,7366
6266,Emmanuel Apeh,7368
6267,Javi Galán,7385
6268,Álex Blanco,7402
6269,Alfa Semedo,7409
6270,Alex Sola,7424
6271,Stiven Plaza,7426
6272,Emerson,7430
6273,Xavier Quintillá,7492
6274,Lucas Olaza,7514
6275,Javier Díaz,7523
6276,Martín Zubimendi,7526
6277,Moussa Wagué,7547
6278,Riqui Puig,7548
6279,Abel Ruiz,7549
6280,Miguel Marí,7555
6281,Álex Collado,7586
6282,Alejandro Catena,7604
6283,Carles Pérez,7609
6289,Lucas Ocampos,1109
6291,Ante Budimir,1235
6306,Alexander Isak,5232
6319,Nabil Fekir,3667
6324,Antonio Puertas,7863
6325,Anssumane Fati,7967
6334,Luuk de Jong,7887
6335,João Félix,7892
6347,Dani Rodríguez,7841
6364,Lago Junior,7843
6365,Takefusa Kubo,8001
6388,Aridane Hernández,7856
6389,Domingos Duarte,7860
6413,Fedor Smolov,2925
6423,Diego Carlos,5712
6427,Luka Jovic,6228
6438,Frenkie de Jong,7781
6439,Manu Vallejo,7834
6440,Germán Sánchez,7861
6441,Hernâni,7872
6442,Rodrygo,8015
6443,Iñigo Pérez,8131
6444,Roger Assalé,8316
6450,Suso,1129
6453,Raúl Albiol,1588
6512,Alejandro Pozo,5138
6523,Ferland Mendy,6233
6524,Jules Koundé,6433
6529,Mohammed Salisu,6923
6535,Javier Avilés,7217
6541,Oihan Sancet,7779
6542,Gabriel Fernández,7824
6543,Iker Losada,7825
6544,Lumor Agbenyenu,7839
6545,Jon Moncayola,7857
6546,Juan Villar,7858
6547,Borja Sainz,7871
6548,Renan Lodi,7891
6549,Felipe,7921
6550,Lisandro Magallán,8029
6551,Esteban Burgos,8135
6552,Guido Rodríguez,8267
6553,Fernando Niño,8271
6554,Antoñin,8353
6555,Víctor García,8500
6567,Alessandro Florenzi,1254
6569,Federico Barba,1320
6573,Aleksandar Trajkovski,1837
6620,Aarón,2346
6650,Remiro,2555
6659,Rony Lopes,3362
6661,Yannis Salibur,3473
6665,Gil Dias,3769
6673,Javi Muñoz,4168
6678,Pablo Chavarria,4771
6694,Rui Silva,5109
6696,Alberto Rodríguez,5124
6702,Juan Pérez,5172
6703,Caro,5174
6711,Brandon,6004
6712,Chidozie Awaziem,6017
6740,Samuel Pérez,6925
6746,Filip Bradaric,6987
6750,Näis Djouahra,7175
6754,Pipa,7315
6756,Víctor Campuzano,7380
6764,Paulino De la Fuente,7584
6766,Manuel Sánchez,7605
6767,Gaizka Larrazabal,7780
6768,Joseph Aidoo,7826
6769,Sergio Bermejo,7827
6770,Jorge Sáenz,7828
6771,Eder Militão,7829
6772,Manolo Reina,7836
6773,Joan Sastre,7837
6774,Martin Valjent,7838
6775,Iddrisu Baba,7840
6776,Aleix Febas,7842
6777,Xisco Campos,7844
6778,Aleksander Sedlar,7845
6779,Miquel Parera,7846
6780,Fran Gámez,7847
6781,Sergio Herrera,7859
6782,Yan Eteki,7862
6783,Carlos Neva,7864
6784,Luis Rioja,7870
6785,Matías Vargas,7886
6786,Nemanja Gudelj,7888
6787,Dani Martín,7889
6788,Héctor Herrera,7893
6789,Ivan Saponjic,7894
6790,José Antonio Martínez,7896
6791,Fede San Emeterio,7905
6792,Pol Lozano,7916
6793,Marc Pedraza,7917
6794,Rodrigo Riquelme,8002
6795,Abdón Prats,8014
6796,Ismael Gutiérrez,8041
6797,Raul García,8042
6798,Ismail Köybasi,8051
6799,Thierry Correia,8058
6800,Aridai Cabrera,8073
6801,Víctor Gómez,8086
6802,Ronald Araújo,8091
6803,Jorge De Frutos,8107
6804,Munas Dabbur,8140
6805,Edgar González,8142
6806,Vicente Esquerdo,8149
6807,Florent Poulolo,8159
6808,Pablo Martínez,8183
6809,Eliseo,8184
6810,Gonzalo Pereira,8195
6811,Mario Rodríguez,8203
6812,Miguel Ángel Atienza,8209
6813,Juan Hernández,8212
6814,German Valera,8230
6815,Javi Martínez,8263
6816,Óscar Clemente,8266
6817,Sofian Chakla,8306
6818,Ljubomir Fejsa,8307
6819,Leonardo Koutris,8320
6820,Unai Vencedor,8329
6821,Hugo Guillamón,8334
6822,Rafa Soares,8390
6823,José Luis Rodríguez,8412
6824,Javier López,8413
6825,Mahmoud Abdallahi,8414
6826,Jacobo González,8415
6827,Álex Baena,8417
6828,Matheus Fernandes,8419
6829,Jon Pacheco Dozagarat,8423
6830,Aimar Oroz,8424
6831,Giorgi Kochorashvili,8425
6832,Luka Romero,8429
6833,Nicolás Melamed,8461
6834,Kike Pérez,8470
6835,Manuel Garrido,8507
6836,Joan Monterde,8509
6837,Álex Blesa,8525
6838,Adrià Guerrero,8531
6839,Rafael Obrador,8554
6878,Marcos de Sousa,8933
6879,Luis Suárez,8978
6915,Salvi Sánchez,8735
6916,Shon Weissman,8761
6917,Josan,8893
6918,Tete Morente,8895
6993,Juan Miranda,7286
7002,Sergio Carreira,8122
7006,Miguel Baeza,8711
7007,Luis Milla,8725
7008,Jorge Pombo,8736
7009,Yunus Musah,8771
7010,Dani Gómez,8774
7011,Pedri,8935
7012,Yeremi Pino,9024
7013,Jota,9031
7027,Miralem Pjanic,1290
7098,Rubén Yáñez,2372
7128,Dani Calvo,2597
7129,Yann Bodiger,3206
7130,Omenuke Mfulu,3248
7132,Youssouf Kone,3367
7133,Karim Rekik,3388
7135,Juan Sánchez Miño,4017
7147,Abdoulaye Diaby,4799
7168,Eugeni,5131
7183,Saidy Janko,5994
7199,Emiliano Rigoni,6282
7205,Jawad El Yamiq,6546
7207,Sergio Gómez,6656
7208,Idrissa Doumbia,6783
7216,Lucas Torró,7050
7226,Uros Racic,7330
7231,Paul Akouokou,7355
7235,Jaime Seoane,7493
7237,Nehuén Pérez,7516
7243,Aritz Arambarri,7835
7255,Bobby Adekanye,7942
7259,Modibo Sagnan,8103
7260,Daniel Cárdenas,8108
7264,Pepe Sanchez,8215
7269,Rodrigo Sánchez,8410
7273,José Manuel Fontán,8433
7275,Damian Kadzior,8707
7276,Unai Arietaleanizbeaskoa,8708
7277,Eñaut Mendía,8709
7278,Renato Tapia,8710
7279,Miguel Rodriguez,8712
7280,Gabriel Veiga,8713
7281,Alberto Soro,8726
7282,Jon Morcillo,8727
7283,Oier Zarraga,8728
7284,David Gil,8730
7285,Isaac Carcelén,8731
7286,Marcos Mauro,8732
7287,Alfonso Espino,8733
7288,Sergio González,8734
7289,Jens Jonsson,8737
7290,Filip Malbasic,8738
7291,Alberto Cifuentes,8739
7292,Fali,8741
7293,Juan Cruz,8744
7294,Rodrigo Battaglia,8750
7295,Sergi García,8751
7296,Luis Pérez,8762
7297,Roberto Navarro,8765
7298,Kelechi Nwakali,8767
7299,Dani Escriche,8769
7300,Guillem Molina,8772
7301,Son,8775
7302,Ante Palaversa,8823
7303,Alberto Perea,8849
7304,Urko Gonzalez,8861
7305,Sergio Arribas,8862
7306,Marvin Park,8863
7307,Edgar Badía,8890
7308,Gonzalo Verdú,8891
7309,Josema,8892
7310,Raúl Guti,8894
7311,Nino,8896
7312,Ramón Folch,8897
7313,Mickaël Malsa,8907
7314,Iñigo Vicente,8921
7315,Trincão,8934
7316,Jon Ander Garrido,8938
7317,Marcos Acuña,8939
7318,Jeremías Ledesma,8949
7319,Sergiño Dest,8979
7320,Jairo Izquierdo,9008
7321,Óscar Mingueza,9011
7322,Tomás Tavares,9032
7323,Iván Marcone,9033
7324,Jeison Lucumí,9035
7325,Ángel Jiménez,9109
7326,Sergio Barcia,9110
7327,Isma Ruiz,9111
7328,Kingsley Fobi,9112
7329,Álvaro Bravo,9113
7330,Juan Brunet,9114
7331,Daniel Plomer,9115
7332,Oussama Idrissi,9132
7333,John Finn,9170
7334,Lautaro de León,9173
7335,Edgar Sevikyan,9174
7336,John Donald,9199
7337,Álex Millán,9203
7338,Alexander Meier,356
7339,Robert Lewandowski,227
7340,Arjen Robben,392
7341,Bas Dost,158
7343,Thomas Müller,224
7345,Karim Bellarabi,186
7346,Raffael,210
7348,Max Kruse,155
7349,Patrick Herrmann,420
7351,Anthony Ujah,119
7352,Lars Stindl,208
7353,Raúl Bobadilla,273
7354,Haris Seferovic,291
7356,Stefan Kießling,190
7357,Stefan Aigner,288
7359,Klaas-Jan Huntelaar,340
7360,Martin Harnik,407
7361,Mario Götze,422
7362,Nils Petersen,4248
7363,Davie Selke,4280
7364,Kevin Volland,83
7365,Hakan Calhanoglu,189
7366,Tobias Werner,397
7368,Anthony Modeste,137
7369,Naldo,147
7370,Daniel Caligiuri,157
7371,Ivica Olic,303
7372,Marco Reus,319
7373,Daniel Ginczek,426
7375,Julian Schieber,2633
7376,Salomon Kalou,26
7377,Vladimir Darida,27
7378,Yunus Malli,45
7381,Paul Verhaegh,264
7382,Zlatko Junuzovic,301
7383,Ricardo Rodríguez,308
7384,Christian Gentner,60
7385,Eugen Polanski,86
7386,Matthias Lehmann,132
7387,Marcel Risse,134
7388,Ja-Cheol Koo,271
7389,Shinji Kagawa,321
7390,Franck Ribéry,329
7393,Ivan Perisic,448
7395,Roy Beerens,36
7397,Tarik Elyounoussi,78
7398,Jonathan Schmid,81
7399,Sebastian Rudy,90
7400,Fin Bartels,115
7401,Maximilian Arnold,153
7402,Pierre-Michel Lasogga,173
7403,Admir Mehmedi,194
7404,Julian Brandt,261
7405,Daniel Didavi,300
7407,Ádám Szalai,360
7409,Änis Ben-Hatira,2648
7410,Mike Frantz,4246
7411,Alexander Madlung,4273
7412,Moritz Stoppelkamp,4296
7413,Valentin Stocker,32
7414,Stefan Bell,40
7415,Filip Kostic,64
7417,Theodor Gebre Selassie,110
7418,Yuya Osako,135
7419,Sven Schipplock,176
7420,Zoltán Stieber,179
7421,Tim Matavz,275
7422,Halil Altintop,280
7423,Marc Stendera,289
7426,Jonas Hofmann,320
7428,Ronny,381
7429,Florian Klein,383
7430,Gojko Kacar,386
7431,André Hahn,412
7434,Elkin Soto,2632
7435,Jimmy Briand,3477
7436,Alban Meha,4262
7437,Tranquillo Barnetta,4300
7440,Alexandru Maxim,63
7441,Marcelo,93
7442,Salif Sané,96
7444,Assani Lukimya,123
7445,Pawel Olkowski,128
7446,Jonas Hector,131
7447,Julian Draxler,152
7448,Robin Knoche,161
7449,Aaron Hunt,174
7450,Christoph Kramer,187
7451,Kyriakos Papadopoulos,197
7454,Oscar Wendt,206
7455,Ibrahima Traoré,207
7456,Branimir Hrgota,216
7457,Philipp Lahm,218
7458,Sebastian Rode,228
7459,Xabi Alonso,230
7461,Marco Russ,293
7462,Neven Subotic,312
7463,Gonzalo Castro,316
7466,Benedikt Höwedes,333
7468,Roman Neustädter,346
7469,Artur Sobiech,349
7470,Felix Klaus,350
7471,Mats Hummels,373
7472,Luiz Gustavo,387
7473,Tin Jedvaj,417
7476,Srdjan Lakic,4263
7477,Lucas Piazon,4275
7478,Marcell Jansen,4282
7479,Sejad Salihovic,4287
7480,Marc-Oliver Kempf,4291
7481,Sami Allagui,4304
7482,Luca Caldirola,3
7483,Júnior Díaz,15
7484,Slobodan Rajkovic,18
7485,Sebastian Langkamp,21
7486,John Brooks,22
7487,Mitchell Weiser,28
7488,Jens Hegeler,30
7489,Genki Haraguchi,35
7490,Niko Bungert,39
7492,Christian Clemens,49
7493,Daniel Schwaab,56
7494,Georg Niedermeier,58
7495,Carlos Gruezo,69
7496,Niklas Süle,75
7497,Pirmin Schwegler,80
7498,Ermin Bicakcic,84
7499,Christian Schulz,94
7500,Ceyhun Gülselam,97
7501,Leon Andreasen,99
7502,Edgar Prib,100
7504,Philipp Bargfrede,114
7505,Levin Öztunali,118
7506,Melvyn Lorenzen,121
7507,Dominic Maroh,130
7508,Kevin Vogt,133
7509,Simon Zoller,139
7510,Yannick Gerhardt,140
7511,Bard Finne,143
7512,Josuha Guilavogui,150
7513,Vieirinha,151
7515,Nicklas Bendtner,160
7517,Gotoku Sakai,164
7518,Emir Spahic,165
7519,Cléber,166
7520,Nicolai Müller,170
7521,Ömer Toprak,184
7522,Wendell,185
7523,Tony Jantschke,201
7524,Thorgan Hazard,213
7525,Roel Brouwers,215
7526,Leonardo Bittencourt,262
7527,Marwin Hitz,263
7528,Jan-Ingwer Callsen-Bracker,266
7529,Daniel Baier,268
7530,Dominik Kohr,269
7531,Alexander Esswein,270
7532,Caiuby,272
7533,Markus Feulner,278
7534,Bastian Oczipka,285
7535,Stefan Reinartz,286
7536,Vaclav Kadlec,292
7537,Peter Niemeyer,299
7538,Fabian Johnson,327
7539,Medhi Benatia,328
7540,Oliver Sorg,348
7541,Timothy Chandler,359
7543,David Alaba,391
7544,Sascha Mölders,398
7545,Levent Aycicek,410
7546,Juan Bernat,414
7547,Lars Bender,421
7548,Marco Höger,427
7549,Nico Schulz,433
7556,Nuri Sahin,2642
